s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
4.0452934,4.0279850,0.1543822,1.8735853,0.6225272,0.7703765
4.0952353,4.0713127,0.1304368,1.8475390,0.6449173,0.7511607
4.1451772,4.1141671,0.1055066,1.8134316,0.6673074,0.7319450
4.1951191,4.1566665,0.0796192,1.7712825,0.6896976,0.7127293
4.2450610,4.1989291,0.0528023,1.7211191,0.7120877,0.6935136
4.2950029,4.2410734,0.0250835,1.6645423,0.7344778,0.6742979
4.3449448,4.2830044,-0.0033628,1.6039084,0.7568679,0.6550822
4.3948867,4.3235093,-0.0316862,1.5415958,0.7792580,0.6358664
4.4448286,4.3637195,-0.0610001,1.4800417,0.8016481,0.6166507
4.4947705,4.4032901,-0.0914863,1.4217965,0.8240382,0.5974350
4.5447124,4.4418760,-0.1233265,1.3680188,0.8540044,0.5842655
4.5946543,4.4791324,-0.1567026,1.3193545,0.8839706,0.5710960
