s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
10.6180433,0.1773456,-1.3467912,1.4454811,0.6109543,0.7888274
10.6678933,0.1534126,-1.3032305,1.4315517,0.6306037,0.7633466
10.7177433,0.1317332,-1.2586515,1.4222342,0.6496675,0.7365479
10.7675932,0.1123261,-1.2127869,1.4190865,0.6680288,0.7081679
10.8174432,0.0953209,-1.1658022,1.4216823,0.6863900,0.6797878
10.8672932,0.0807876,-1.1180431,1.4277921,0.7047513,0.6514078
10.9171431,0.0686926,-1.0696335,1.4368669,0.7231125,0.6230277
10.9669931,0.0590026,-1.0206974,1.4487801,0.7414738,0.5946477
11.0168431,0.0516841,-0.9713587,1.4613678,0.7598350,0.5662677
11.0666930,0.0467034,-0.9217414,1.4739791,0.7781963,0.5378876
11.1165430,0.0440272,-0.8719694,1.4861208,0.7965575,0.5095076
11.1663930,0.0436220,-0.8221666,1.4973960,0.8149188,0.4811275
11.2162429,0.0454542,-0.7724571,1.5065096,0.8332800,0.4527475
11.2660929,0.0494904,-0.7229647,1.5116098,0.8459401,0.4283968
11.3159429,0.0558146,-0.6730275,1.5125313,0.8564623,0.4055571
11.3657928,0.0644276,-0.6231660,1.5092719,0.8669844,0.3827174
11.4156428,0.0752607,-0.5738973,1.5019117,0.8775066,0.3598778
11.4654928,0.0882870,-0.5253362,1.4915654,0.8880287,0.3370381
11.5153427,0.1034797,-0.4775976,1.4800496,0.8985509,0.3141984
11.5651927,0.1208117,-0.4307964,1.4677995,0.9090730,0.2913587
11.6150427,0.1402561,-0.3850475,1.4554274,0.9195951,0.2685190
11.6648927,0.1617862,-0.3404658,1.4450541,0.9301173,0.2456794
11.7147426,0.1853748,-0.2971663,1.4337913,0.9406394,0.2228397
11.7645926,0.2109951,-0.2552637,1.4249748,0.9511616,0.2000000
